label	text	
anger	my parents divorced when I was 7.  My mom left one night, and the next morning I woke up to see my Dad and my brother crying in the living room.  For years I felt so ... about it, not knowing the true reasons behind it.  I still do feel mad about it sometimes, but I’ve been able to manage it better in the last few years.	
anger	my housemate couldn't find room in the freezer for his shopping and took one of my items out and just left it carelessly in the fridge and defrosted	
anger	my husband behind my back and took out multiple loans in order to help his eldest son (My step son). I only found out when my husband had to tell me due to the fact his son stopped repaying and we had to file for bankruptcy. I was very ... as some of the cards were jointly owned. My husband had also used our young childrens savings to try and cover the loans until his son could pay. So lost everything.	
anger	I felt ... when my son got stuck in the middle of a zip line and then the man in charge then put my husband down it hurting my son.	
anger	I could not understand the teacher who made no effort to explain the concept	
anger	My grandparents were cruel to my mother	
anger	A Friend turned their back on me for no reason	
anger	a person gaslighted me, denying an event that happened.	
anger	My ex beat me and left me in an empty house	
anger	I felt ... when one of my colleagues was rude to me for no reason last week.	
anger	someone drove into the back of brand new car - 2 days after collecting	
anger	I had no hot water for weeks over the christmas period	
anger	"""at work I was told by a coworker that I """"worked too hard"""" and then was told by the same coworker later that day that he expected me to have been done already."""	
anger	I wasn't given a refund for a bus ticket I couldn't use	
anger	I was discriminated against at work	
anger	I felt ... few days back when my car engine got stucked on my way to work. I couldn't  do anything because  there was no car servicing personnel  around that area.	
anger	I was let down by a friend	
anger	unfair things happen	
anger	I had a co-worker from another dept try to blame my manager and I for a mistake she made.	
